segment_id,time_step,load_cycles,wear_level,alignment_deviation,vibration_index,environment_factor,degradation_rate,risk_score,fault_label
1,96,162,0.157,0.31,10.7,0.85,0.026,0.104,Normal
1,97,914,0.158,0.33,10.8,1.13,0.043,0.105,Normal
1,98,505,0.158,0.29,10.7,1.0,0.067,0.104,Normal
1,99,138,0.158,0.28,10.6,1.0,0.015,0.104,Normal
1,100,859,0.158,0.29,10.6,0.85,0.032,0.104,Normal
1,101,932,0.159,0.31,10.8,0.86,0.042,0.105,Normal
1,102,227,0.159,0.3,10.7,1.1,0.141,0.105,Normal
1,103,529,0.159,0.31,10.8,0.9,0.045,0.105,Normal
1,104,560,0.159,0.3,10.8,1.15,0.035,0.105,Normal
1,105,952,0.16,0.31,10.8,0.89,0.03,0.106,Normal
1,106,198,0.16,0.31,10.8,1.15,0.078,0.106,Normal
1,107,701,0.16,0.31,10.9,1.0,0.067,0.106,Normal
1,108,991,0.162,0.31,10.9,0.82,0.149,0.107,Normal
1,109,613,0.162,0.33,11.0,1.08,0.039,0.108,Normal
1,110,754,0.163,0.35,11.1,0.81,0.125,0.109,Normal
1,111,180,0.163,0.34,11.1,1.17,0.06,0.108,Normal
1,112,478,0.163,0.35,11.2,0.91,0.041,0.109,Normal
1,113,731,0.163,0.34,11.1,1.07,0.014,0.109,Normal
1,114,454,0.163,0.35,11.2,0.95,0.057,0.109,Normal
1,115,426,0.163,0.33,11.1,1.19,0.016,0.109,Normal
1,116,464,0.163,0.34,11.2,1.16,0.029,0.109,Normal
1,117,114,0.164,0.35,11.2,0.97,0.078,0.11,Normal
1,118,182,0.164,0.38,11.4,0.97,0.062,0.111,Normal
1,119,673,0.165,0.4,11.5,1.12,0.13,0.112,Normal
1,120,393,0.165,0.4,11.5,1.15,0.025,0.112,Normal
1,121,694,0.166,0.36,11.4,0.85,0.135,0.111,Normal
1,122,471,0.166,0.35,11.3,1.15,0.049,0.111,Normal
1,123,778,0.166,0.33,11.3,0.89,0.045,0.11,Normal
1,124,832,0.167,0.34,11.3,1.06,0.07,0.111,Normal
1,125,808,0.167,0.3,11.2,1.03,0.061,0.11,Normal
1,126,346,0.168,0.29,11.2,1.17,0.14,0.11,Normal
1,127,682,0.168,0.27,11.2,1.11,0.05,0.109,Normal
1,128,272,0.168,0.27,11.2,0.82,0.014,0.109,Normal
1,129,822,0.169,0.24,11.1,0.81,0.076,0.108,Normal
1,130,617,0.169,0.24,11.1,0.98,0.042,0.108,Normal
1,131,596,0.169,0.24,11.1,1.16,0.076,0.108,Normal
1,132,443,0.17,0.23,11.1,1.0,0.023,0.108,Normal
1,133,291,0.17,0.24,11.2,1.07,0.029,0.109,Normal
1,134,201,0.17,0.26,11.2,0.83,0.078,0.11,Normal
1,135,782,0.17,0.27,11.3,1.11,0.057,0.11,Normal
1,136,314,0.171,0.27,11.3,1.09,0.068,0.11,Normal
1,137,413,0.171,0.23,11.2,0.84,0.115,0.109,Normal
1,138,528,0.171,0.21,11.1,0.99,0.018,0.108,Normal
1,139,805,0.171,0.19,11.0,0.97,0.012,0.107,Normal
1,140,262,0.171,0.23,11.2,1.15,0.028,0.109,Normal
1,141,925,0.172,0.22,11.2,1.1,0.068,0.109,Normal
1,142,597,0.172,0.23,11.3,1.17,0.017,0.11,Normal
1,143,357,0.172,0.25,11.3,1.09,0.03,0.11,Normal
1,144,587,0.172,0.24,11.3,1.2,0.011,0.11,Normal
1,145,933,0.173,0.24,11.3,0.82,0.09,0.11,Normal
1,146,980,0.173,0.25,11.4,0.99,0.013,0.111,Normal
1,147,290,0.173,0.26,11.4,1.09,0.022,0.111,Normal
1,148,872,0.174,0.27,11.5,1.06,0.067,0.112,Normal
1,149,802,0.174,0.26,11.5,0.99,0.017,0.112,Normal
1,150,477,0.174,0.26,11.5,0.98,0.058,0.112,Normal
1,151,289,0.175,0.25,11.5,1.15,0.146,0.112,Normal
1,152,242,0.175,0.24,11.4,1.07,0.044,0.111,Normal
1,153,491,0.175,0.19,11.3,1.07,0.119,0.11,Normal
1,154,149,0.175,0.22,11.4,1.01,0.043,0.111,Normal
1,155,597,0.176,0.2,11.3,0.83,0.092,0.11,Normal
1,156,302,0.176,0.19,11.3,1.01,0.071,0.11,Normal
1,157,381,0.176,0.2,11.4,1.0,0.104,0.111,Normal
1,158,963,0.177,0.16,11.3,1.13,0.074,0.11,Normal
1,159,209,0.177,0.16,11.3,1.01,0.061,0.11,Normal
1,160,534,0.178,0.13,11.2,0.99,0.042,0.109,Normal
1,161,518,0.178,0.12,11.1,0.8,0.053,0.108,Normal
1,162,651,0.178,0.11,11.1,1.12,0.061,0.108,Normal
1,163,996,0.18,0.1,11.2,1.12,0.14,0.109,Normal
1,164,697,0.18,0.08,11.1,0.97,0.052,0.108,Normal
1,165,174,0.18,0.08,11.1,1.17,0.019,0.108,Normal
1,166,812,0.181,0.06,11.1,0.91,0.072,0.107,Normal
1,167,857,0.181,0.02,11.0,1.11,0.059,0.106,Normal
1,168,776,0.181,0.07,11.2,0.84,0.011,0.108,Normal
1,169,226,0.182,0.05,11.1,1.0,0.079,0.108,Normal
1,170,518,0.182,0.0,10.9,1.19,0.045,0.105,Normal
1,171,877,0.182,0.0,10.9,1.01,0.042,0.106,Normal
1,172,857,0.183,0.01,11.0,1.02,0.067,0.107,Normal
1,173,828,0.183,0.02,11.1,1.19,0.031,0.107,Normal
1,174,167,0.183,0.02,11.1,0.89,0.072,0.107,Normal
1,175,832,0.183,0.02,11.1,0.8,0.027,0.107,Normal
1,176,725,0.184,0.02,11.1,1.02,0.072,0.108,Normal
1,177,265,0.184,0.04,11.2,1.08,0.026,0.108,Normal
1,178,146,0.184,0.0,11.0,0.99,0.013,0.107,Normal
1,179,664,0.184,0.0,11.1,0.85,0.05,0.107,Normal
1,180,440,0.184,0.01,11.1,0.96,0.032,0.107,Normal
1,181,671,0.185,0.04,11.2,0.89,0.053,0.109,Normal
1,182,651,0.185,0.02,11.2,0.82,0.052,0.108,Normal
1,183,165,0.185,0.07,11.4,1.05,0.053,0.11,Normal
1,184,954,0.186,0.08,11.4,1.05,0.043,0.111,Normal
1,185,987,0.186,0.08,11.5,1.03,0.015,0.111,Normal
1,186,987,0.186,0.06,11.4,1.02,0.037,0.11,Normal
1,187,668,0.187,0.08,11.5,1.16,0.084,0.112,Normal
1,188,411,0.187,0.08,11.5,1.13,0.023,0.112,Normal
1,189,530,0.187,0.07,11.5,1.12,0.064,0.112,Normal
1,190,462,0.187,0.08,11.5,0.97,0.024,0.112,Normal
1,191,439,0.188,0.09,11.6,1.08,0.039,0.113,Normal
1,192,792,0.188,0.1,11.7,1.16,0.088,0.114,Normal
1,193,823,0.189,0.12,11.8,1.19,0.095,0.115,Normal
1,194,257,0.189,0.15,12.0,0.89,0.055,0.116,Normal
1,195,198,0.19,0.13,11.9,1.06,0.047,0.115,Normal
1,196,331,0.19,0.14,11.9,1.11,0.029,0.116,Normal
1,197,258,0.19,0.15,12.0,1.18,0.029,0.116,Normal
1,198,114,0.19,0.14,11.9,1.08,0.05,0.116,Normal
1,199,757,0.19,0.15,12.0,1.03,0.061,0.117,Normal
1,200,239,0.19,0.17,12.1,1.19,0.016,0.118,Normal
1,201,994,0.191,0.18,12.2,1.02,0.038,0.118,Normal
1,202,382,0.191,0.19,12.2,1.02,0.013,0.119,Normal
1,203,445,0.191,0.17,12.1,0.9,0.033,0.118,Normal
1,204,817,0.192,0.12,12.0,0.88,0.107,0.116,Normal
1,205,779,0.192,0.13,12.1,1.04,0.051,0.117,Normal
1,206,203,0.192,0.14,12.1,1.01,0.034,0.117,Normal
1,207,476,0.192,0.15,12.1,1.04,0.031,0.118,Normal
1,208,509,0.193,0.15,12.1,1.07,0.045,0.118,Normal
1,209,572,0.193,0.17,12.3,1.12,0.063,0.119,Normal
1,210,326,0.193,0.17,12.3,0.97,0.039,0.119,Normal
1,211,391,0.193,0.18,12.3,1.06,0.029,0.12,Normal
1,212,169,0.193,0.17,12.3,0.85,0.01,0.119,Normal
1,213,680,0.194,0.19,12.4,1.11,0.065,0.12,Normal
1,214,779,0.194,0.16,12.3,1.04,0.075,0.12,Normal
1,215,204,0.195,0.15,12.3,1.13,0.138,0.119,Normal
1,216,184,0.195,0.15,12.3,0.95,0.039,0.119,Normal
1,217,508,0.195,0.18,12.4,0.91,0.021,0.12,Normal
1,218,941,0.196,0.18,12.5,1.18,0.072,0.121,Normal
1,219,793,0.196,0.16,12.4,1.12,0.011,0.12,Normal
1,220,967,0.196,0.19,12.5,0.9,0.066,0.122,Normal
1,221,137,0.196,0.2,12.6,1.12,0.069,0.122,Normal
1,222,901,0.197,0.16,12.5,0.95,0.025,0.121,Normal
1,223,743,0.197,0.17,12.5,1.16,0.077,0.121,Normal
1,224,230,0.198,0.15,12.5,0.96,0.149,0.121,Normal
1,225,895,0.199,0.12,12.4,1.05,0.11,0.12,Normal
1,226,340,0.199,0.13,12.4,0.81,0.054,0.121,Normal
1,227,929,0.199,0.14,12.5,1.01,0.073,0.122,Normal
1,228,614,0.2,0.16,12.6,0.8,0.061,0.122,Normal
1,229,756,0.2,0.17,12.7,1.12,0.022,0.123,Normal
1,230,646,0.201,0.16,12.7,0.83,0.136,0.123,Normal
1,231,556,0.201,0.15,12.7,1.17,0.022,0.123,Normal
1,232,731,0.201,0.15,12.7,0.89,0.113,0.123,Normal
1,233,332,0.202,0.16,12.7,1.07,0.014,0.124,Normal
1,234,968,0.202,0.18,12.8,0.91,0.018,0.124,Normal
1,235,158,0.202,0.15,12.7,0.97,0.035,0.123,Normal
1,236,748,0.202,0.12,12.6,1.07,0.07,0.122,Normal
1,237,127,0.202,0.1,12.6,1.11,0.095,0.122,Normal
1,238,787,0.203,0.1,12.6,1.04,0.028,0.122,Normal
1,239,935,0.203,0.07,12.5,0.95,0.069,0.121,Normal
1,240,252,0.203,0.07,12.5,0.94,0.086,0.121,Normal
1,241,754,0.204,0.03,12.4,0.88,0.038,0.119,Normal
1,242,248,0.204,0.03,12.4,0.82,0.063,0.12,Normal
1,243,420,0.204,0.02,12.3,0.93,0.026,0.119,Normal
1,244,903,0.205,0.02,12.4,1.02,0.073,0.12,Normal
1,245,634,0.205,0.05,12.5,0.87,0.125,0.121,Normal
1,246,848,0.206,0.05,12.6,1.15,0.072,0.122,Normal
1,247,103,0.206,0.05,12.6,0.87,0.02,0.122,Normal
1,248,186,0.206,0.08,12.7,1.19,0.05,0.123,Normal
1,249,162,0.206,0.09,12.7,0.96,0.091,0.123,Normal
1,250,816,0.207,0.08,12.7,1.16,0.022,0.123,Normal
1,251,389,0.207,0.1,12.8,1.08,0.123,0.124,Normal
1,252,262,0.207,0.1,12.8,1.11,0.062,0.124,Normal
1,253,406,0.207,0.08,12.8,1.1,0.026,0.124,Normal
1,254,412,0.207,0.05,12.7,0.96,0.033,0.123,Normal
1,255,778,0.208,0.07,12.7,0.86,0.015,0.123,Normal
1,256,627,0.208,0.02,12.5,1.08,0.026,0.121,Normal
1,257,641,0.208,0.01,12.5,1.18,0.064,0.121,Normal
1,258,185,0.208,0.0,12.5,1.12,0.047,0.121,Normal
1,259,682,0.209,0.0,12.5,0.8,0.037,0.121,Normal
1,260,122,0.209,0.0,12.5,1.05,0.066,0.121,Normal
1,261,234,0.209,0.02,12.6,0.88,0.067,0.122,Normal
1,262,116,0.209,0.01,12.6,0.81,0.028,0.121,Normal
1,263,328,0.209,0.05,12.7,1.0,0.077,0.123,Normal
1,264,270,0.209,0.09,12.9,1.04,0.058,0.125,Normal
1,265,954,0.209,0.13,13.1,0.92,0.017,0.127,Normal
1,266,897,0.21,0.1,13.0,0.86,0.061,0.126,Normal
1,267,480,0.21,0.16,13.2,0.99,0.055,0.128,Normal
1,268,649,0.211,0.14,13.2,0.99,0.07,0.128,Normal
1,269,467,0.211,0.15,13.2,0.93,0.057,0.129,Normal
1,270,101,0.211,0.16,13.3,0.9,0.047,0.129,Normal
1,271,325,0.211,0.15,13.3,0.83,0.013,0.129,Normal
1,272,415,0.211,0.14,13.2,0.85,0.038,0.128,Normal
1,273,146,0.211,0.15,13.3,0.97,0.076,0.129,Normal
1,274,810,0.211,0.17,13.3,0.98,0.019,0.13,Normal
1,275,468,0.211,0.13,13.2,0.88,0.027,0.128,Normal
1,276,458,0.212,0.08,13.0,0.91,0.056,0.126,Normal
1,277,573,0.212,0.09,13.0,1.08,0.021,0.126,Normal
1,278,530,0.212,0.09,13.1,0.99,0.056,0.127,Normal
1,279,154,0.212,0.09,13.1,1.01,0.147,0.127,Normal
1,280,719,0.213,0.08,13.1,1.17,0.064,0.127,Normal
1,281,814,0.213,0.1,13.2,1.0,0.037,0.128,Normal
1,282,714,0.213,0.1,13.2,1.19,0.037,0.128,Normal
1,283,930,0.214,0.13,13.3,0.9,0.024,0.129,Normal
1,284,549,0.214,0.14,13.4,0.92,0.047,0.13,Normal
1,285,627,0.214,0.13,13.4,0.81,0.056,0.129,Normal
1,286,131,0.214,0.15,13.4,0.88,0.058,0.13,Normal
1,287,720,0.215,0.12,13.3,1.12,0.051,0.129,Normal
1,288,629,0.215,0.14,13.4,0.85,0.062,0.13,Normal
1,289,719,0.216,0.14,13.5,0.96,0.128,0.131,Normal
1,290,523,0.216,0.11,13.4,0.93,0.048,0.13,Normal
1,291,776,0.216,0.08,13.3,1.04,0.054,0.129,Normal
1,292,984,0.217,0.06,13.3,1.15,0.065,0.128,Normal
1,293,526,0.217,0.07,13.3,0.99,0.027,0.129,Normal
1,294,559,0.218,0.09,13.4,0.92,0.051,0.13,Normal
1,295,525,0.218,0.09,13.4,1.07,0.036,0.13,Normal
1,296,542,0.218,0.09,13.4,1.07,0.01,0.13,Normal
1,297,238,0.218,0.08,13.4,0.99,0.134,0.13,Normal
1,298,133,0.218,0.07,13.4,1.02,0.127,0.129,Normal
1,299,599,0.219,0.07,13.4,1.14,0.061,0.13,Normal
1,300,540,0.219,0.07,13.4,0.94,0.103,0.13,Normal
1,301,281,0.219,0.04,13.3,0.96,0.021,0.129,Normal
1,302,615,0.22,0.06,13.4,0.81,0.091,0.13,Normal
1,303,230,0.22,0.02,13.3,1.04,0.026,0.128,Normal
1,304,501,0.22,0.01,13.3,0.89,0.102,0.128,Normal
1,305,163,0.22,0.03,13.3,1.0,0.021,0.129,Normal
1,306,709,0.221,0.0,13.2,0.88,0.041,0.128,Normal
1,307,817,0.221,0.01,13.3,1.17,0.065,0.129,Normal
1,308,389,0.221,0.07,13.5,0.98,0.03,0.131,Normal
1,309,865,0.222,0.05,13.5,0.9,0.073,0.131,Normal
1,310,405,0.222,0.05,13.6,0.86,0.149,0.131,Normal
1,311,957,0.223,0.03,13.5,1.0,0.072,0.131,Normal
1,312,158,0.223,0.04,13.5,1.16,0.048,0.131,Normal
1,313,736,0.223,0.04,13.6,1.11,0.034,0.131,Normal
1,314,304,0.224,0.02,13.5,0.89,0.024,0.13,Normal
1,315,493,0.224,0.0,13.4,1.17,0.052,0.13,Normal
1,316,938,0.225,0.0,13.5,0.89,0.081,0.13,Normal
1,317,690,0.225,0.0,13.5,1.02,0.03,0.13,Normal
1,318,894,0.225,0.0,13.5,0.99,0.025,0.13,Normal
1,319,230,0.225,0.0,13.5,1.15,0.025,0.131,Normal
1,320,386,0.225,0.01,13.5,1.17,0.039,0.131,Normal
1,321,974,0.226,0.0,13.6,1.03,0.076,0.131,Normal
1,322,960,0.226,0.0,13.6,0.91,0.061,0.131,Normal
1,323,933,0.227,0.0,13.6,1.18,0.075,0.132,Normal
1,324,734,0.228,0.02,13.7,1.18,0.036,0.133,Normal
1,325,229,0.228,0.0,13.7,0.87,0.021,0.132,Normal
1,326,750,0.228,0.0,13.7,1.02,0.038,0.132,Normal
1,327,323,0.228,0.04,13.8,0.91,0.046,0.134,Normal
1,328,341,0.228,0.02,13.8,0.86,0.06,0.133,Normal
1,329,999,0.228,0.04,13.9,1.09,0.011,0.134,Normal
1,330,537,0.229,0.05,13.9,0.91,0.051,0.135,Normal
1,331,673,0.229,0.08,14.1,1.1,0.024,0.136,Normal
1,332,437,0.229,0.11,14.2,0.92,0.056,0.138,Normal
1,333,248,0.229,0.1,14.1,0.93,0.042,0.137,Normal
1,334,779,0.23,0.08,14.1,0.88,0.113,0.137,Normal
1,335,587,0.23,0.06,14.1,0.82,0.048,0.136,Normal
1,336,546,0.231,0.07,14.1,1.11,0.106,0.137,Normal
1,337,505,0.231,0.09,14.2,0.9,0.016,0.138,Normal
1,338,878,0.231,0.06,14.1,0.95,0.063,0.137,Normal
1,339,443,0.232,0.07,14.2,1.12,0.078,0.137,Normal
1,340,205,0.232,0.05,14.1,1.03,0.05,0.136,Normal
1,341,823,0.232,0.06,14.2,0.96,0.054,0.137,Normal
1,342,291,0.232,0.03,14.1,0.84,0.062,0.136,Normal
1,343,246,0.233,0.06,14.2,0.94,0.079,0.138,Normal
1,344,740,0.233,0.05,14.2,0.82,0.094,0.137,Normal
1,345,778,0.234,0.01,14.1,1.09,0.041,0.136,Normal
1,346,266,0.234,0.02,14.1,1.18,0.031,0.136,Normal
1,347,824,0.235,0.01,14.1,1.07,0.143,0.137,Normal
1,348,375,0.235,0.02,14.2,1.06,0.052,0.137,Normal
1,349,478,0.235,0.05,14.3,0.87,0.041,0.138,Normal
1,350,999,0.236,0.04,14.3,1.01,0.078,0.139,Normal
1,351,174,0.236,0.02,14.3,1.06,0.063,0.138,Normal
1,352,117,0.236,0.0,14.2,1.15,0.052,0.137,Normal
1,353,377,0.236,0.04,14.4,0.98,0.05,0.139,Normal
1,354,181,0.236,0.03,14.3,0.93,0.02,0.139,Normal
1,355,764,0.237,0.05,14.4,1.06,0.08,0.14,Normal
1,356,960,0.237,0.06,14.5,0.96,0.026,0.14,Normal
1,357,484,0.238,0.07,14.6,1.02,0.147,0.141,Normal
1,358,172,0.238,0.08,14.6,1.0,0.017,0.141,Normal
1,359,154,0.238,0.08,14.6,1.16,0.043,0.141,Normal
1,360,874,0.239,0.07,14.6,1.15,0.086,0.142,Normal
1,361,127,0.239,0.07,14.6,1.13,0.065,0.142,Normal
1,362,583,0.24,0.05,14.6,1.04,0.079,0.141,Normal
1,363,511,0.24,0.07,14.7,0.93,0.015,0.142,Normal
1,364,961,0.24,0.07,14.7,0.99,0.059,0.142,Normal
1,365,753,0.241,0.1,14.8,0.91,0.053,0.144,Normal
1,366,761,0.241,0.11,14.9,1.2,0.033,0.145,Normal
1,367,970,0.242,0.12,15.0,0.98,0.069,0.145,Normal
1,368,598,0.242,0.1,14.9,0.95,0.062,0.145,Normal
1,369,724,0.243,0.12,15.1,1.0,0.134,0.146,Normal
1,370,670,0.243,0.13,15.1,1.13,0.069,0.147,Normal
1,371,935,0.244,0.16,15.3,1.16,0.067,0.148,Normal
1,372,445,0.245,0.15,15.3,1.2,0.103,0.148,Normal
1,373,702,0.245,0.15,15.3,1.1,0.047,0.148,Normal
1,374,651,0.245,0.17,15.4,1.08,0.034,0.149,Normal
1,375,240,0.245,0.16,15.4,1.17,0.023,0.149,Normal
1,376,153,0.245,0.16,15.4,1.01,0.035,0.149,Normal
1,377,482,0.246,0.12,15.3,1.0,0.146,0.148,Normal
1,378,652,0.247,0.09,15.2,1.12,0.098,0.147,Normal
1,379,759,0.248,0.08,15.2,1.19,0.125,0.147,Normal
1,380,626,0.248,0.07,15.2,1.01,0.054,0.147,Normal
1,381,424,0.249,0.09,15.3,0.97,0.068,0.148,Normal
1,382,524,0.249,0.04,15.1,1.05,0.014,0.146,Normal
1,383,569,0.249,0.06,15.2,1.15,0.048,0.147,Normal
1,384,790,0.249,0.04,15.1,0.93,0.033,0.146,Normal
1,385,221,0.249,0.02,15.1,1.02,0.085,0.146,Normal
1,386,653,0.25,0.03,15.1,0.81,0.042,0.146,Normal
1,387,882,0.25,0.05,15.2,0.97,0.036,0.147,Normal
1,388,995,0.252,0.04,15.3,1.16,0.149,0.148,Normal
1,389,817,0.252,0.06,15.4,0.85,0.069,0.149,Normal
1,390,881,0.253,0.04,15.3,0.87,0.073,0.148,Normal
1,391,709,0.253,0.0,15.2,0.86,0.063,0.147,Normal
1,392,862,0.253,0.0,15.2,1.13,0.019,0.147,Normal
1,393,602,0.254,0.01,15.3,1.08,0.075,0.147,Normal
1,394,236,0.254,0.01,15.3,1.11,0.041,0.148,Normal
1,395,486,0.254,0.01,15.3,0.84,0.051,0.148,Normal
1,396,952,0.254,0.02,15.3,1.09,0.019,0.148,Normal
1,397,990,0.254,0.0,15.3,0.9,0.014,0.148,Normal
1,398,267,0.255,0.0,15.3,1.08,0.051,0.148,Normal
1,399,978,0.255,0.0,15.3,0.89,0.07,0.148,Normal
1,400,260,0.256,0.0,15.3,1.08,0.128,0.148,Normal
1,401,366,0.256,0.0,15.3,0.98,0.031,0.148,Normal
1,402,679,0.256,0.0,15.4,1.12,0.065,0.149,Normal
1,403,762,0.257,0.0,15.4,1.04,0.112,0.149,Normal
1,404,393,0.257,0.0,15.4,0.95,0.067,0.149,Normal
1,405,561,0.258,0.0,15.5,1.2,0.046,0.149,Normal
1,406,628,0.258,0.02,15.6,1.18,0.038,0.151,Normal
1,407,449,0.258,0.02,15.6,1.01,0.061,0.151,Normal
