segment_id,time_step,load_cycles,wear_level,alignment_deviation,vibration_index,environment_factor,degradation_rate,risk_score,fault_label
1,49,954,0.072,0.07,4.6,1.14,0.147,0.045,Normal
1,50,837,0.073,0.1,4.8,1.07,0.038,0.046,Normal
1,51,237,0.073,0.1,4.8,1.16,0.051,0.046,Normal
1,52,319,0.073,0.08,4.7,1.12,0.128,0.046,Normal
1,53,963,0.073,0.08,4.7,0.91,0.02,0.046,Normal
1,54,406,0.074,0.06,4.7,0.82,0.099,0.045,Normal
1,55,390,0.074,0.07,4.7,1.05,0.022,0.046,Normal
1,56,802,0.074,0.04,4.6,0.92,0.034,0.045,Normal
1,57,996,0.075,0.07,4.8,1.13,0.06,0.046,Normal
1,58,905,0.075,0.05,4.7,0.87,0.012,0.046,Normal
1,59,492,0.075,0.05,4.7,1.14,0.077,0.046,Normal
1,60,106,0.075,0.04,4.7,0.86,0.051,0.045,Normal
1,61,451,0.075,0.0,4.5,0.84,0.027,0.044,Normal
1,62,847,0.075,0.0,4.5,0.95,0.017,0.044,Normal
1,63,537,0.076,0.01,4.6,0.9,0.042,0.044,Normal
1,64,412,0.076,0.0,4.5,0.98,0.027,0.044,Normal
1,65,160,0.076,0.0,4.6,0.89,0.062,0.044,Normal
1,66,575,0.077,0.0,4.6,1.15,0.134,0.045,Normal
1,67,944,0.077,0.0,4.6,0.92,0.027,0.045,Normal
1,68,756,0.077,0.01,4.7,1.04,0.019,0.045,Normal
1,69,710,0.078,0.0,4.7,0.92,0.052,0.045,Normal
1,70,519,0.078,0.0,4.7,0.96,0.067,0.045,Normal
1,71,386,0.078,0.0,4.7,1.09,0.057,0.045,Normal
1,72,505,0.078,0.03,4.8,0.81,0.022,0.046,Normal
1,73,269,0.078,0.01,4.7,0.92,0.066,0.046,Normal
1,74,122,0.078,0.0,4.7,0.85,0.036,0.045,Normal
1,75,609,0.079,0.0,4.7,0.93,0.038,0.046,Normal
1,76,971,0.079,0.03,4.9,1.04,0.047,0.047,Normal
1,77,879,0.079,0.06,5.0,1.1,0.037,0.048,Normal
1,78,626,0.08,0.04,4.9,1.13,0.038,0.048,Normal
1,79,808,0.08,0.07,5.1,1.02,0.077,0.05,Normal
1,80,385,0.081,0.09,5.2,0.98,0.103,0.05,Normal
1,81,933,0.081,0.08,5.2,1.15,0.062,0.051,Normal
1,82,135,0.081,0.08,5.2,1.11,0.032,0.05,Normal
1,83,418,0.082,0.06,5.1,1.0,0.058,0.05,Normal
1,84,767,0.082,0.05,5.1,1.06,0.086,0.05,Normal
1,85,640,0.083,0.09,5.3,0.98,0.086,0.052,Normal
1,86,335,0.083,0.11,5.4,0.81,0.079,0.053,Normal
1,87,225,0.083,0.12,5.5,1.02,0.051,0.053,Normal
1,88,692,0.083,0.09,5.4,0.82,0.02,0.052,Normal
1,89,622,0.084,0.11,5.5,0.82,0.142,0.053,Normal
1,90,368,0.084,0.11,5.5,1.11,0.08,0.054,Normal
1,91,101,0.084,0.12,5.5,0.82,0.046,0.054,Normal
1,92,435,0.085,0.17,5.8,1.1,0.062,0.056,Normal
1,93,388,0.085,0.17,5.8,0.81,0.03,0.056,Normal
1,94,440,0.085,0.16,5.8,0.85,0.065,0.056,Normal
1,95,507,0.085,0.16,5.8,1.19,0.044,0.056,Normal
1,96,174,0.086,0.17,5.8,1.18,0.145,0.057,Normal
1,97,325,0.086,0.18,5.9,0.98,0.017,0.057,Normal
1,98,252,0.086,0.18,5.9,1.01,0.042,0.057,Normal
1,99,322,0.086,0.19,5.9,1.02,0.124,0.058,Normal
1,100,950,0.087,0.21,6.0,0.91,0.04,0.059,Normal
1,101,517,0.087,0.19,6.0,1.07,0.064,0.058,Normal
1,102,832,0.088,0.18,6.0,1.03,0.134,0.058,Normal
1,103,383,0.088,0.16,5.9,0.83,0.063,0.058,Normal
1,104,462,0.088,0.17,6.0,0.91,0.017,0.058,Normal
1,105,118,0.088,0.16,5.9,1.17,0.063,0.058,Normal
1,106,657,0.089,0.16,6.0,1.07,0.076,0.058,Normal
1,107,471,0.089,0.15,5.9,1.02,0.019,0.058,Normal
1,108,584,0.089,0.13,5.9,0.84,0.053,0.057,Normal
1,109,592,0.09,0.09,5.8,0.82,0.074,0.056,Normal
1,110,993,0.09,0.08,5.7,0.9,0.064,0.056,Normal
1,111,355,0.09,0.09,5.8,1.14,0.046,0.056,Normal
1,112,462,0.09,0.07,5.7,0.92,0.015,0.055,Normal
1,113,320,0.091,0.05,5.7,1.09,0.096,0.055,Normal
1,114,685,0.091,0.04,5.6,0.98,0.049,0.054,Normal
1,115,181,0.091,0.06,5.7,0.91,0.019,0.056,Normal
1,116,428,0.091,0.07,5.8,0.94,0.063,0.056,Normal
1,117,661,0.092,0.1,5.9,0.89,0.053,0.057,Normal
1,118,457,0.092,0.13,6.0,0.86,0.038,0.059,Normal
1,119,329,0.092,0.1,5.9,0.92,0.072,0.058,Normal
1,120,419,0.092,0.08,5.9,0.83,0.063,0.057,Normal
1,121,687,0.093,0.06,5.8,1.07,0.045,0.056,Normal
1,122,454,0.093,0.08,5.9,0.97,0.024,0.057,Normal
1,123,313,0.093,0.06,5.8,0.86,0.062,0.056,Normal
1,124,598,0.093,0.05,5.8,0.84,0.03,0.056,Normal
1,125,550,0.093,0.03,5.7,0.99,0.074,0.055,Normal
1,126,843,0.094,0.02,5.7,0.92,0.057,0.055,Normal
1,127,725,0.095,0.01,5.7,1.18,0.077,0.055,Normal
1,128,299,0.095,0.0,5.7,1.06,0.074,0.055,Normal
1,129,100,0.095,0.03,5.8,0.91,0.035,0.056,Normal
1,130,220,0.095,0.03,5.8,1.2,0.036,0.056,Normal
1,131,748,0.095,0.06,6.0,0.98,0.063,0.058,Normal
1,132,851,0.096,0.07,6.0,0.81,0.021,0.058,Normal
1,133,936,0.096,0.11,6.2,0.82,0.041,0.06,Normal
1,134,746,0.096,0.09,6.1,0.81,0.074,0.06,Normal
1,135,242,0.097,0.08,6.1,1.14,0.131,0.06,Normal
1,136,426,0.097,0.07,6.1,1.03,0.113,0.059,Normal
1,137,544,0.097,0.08,6.1,0.84,0.023,0.06,Normal
1,138,750,0.097,0.06,6.1,0.85,0.014,0.059,Normal
1,139,544,0.098,0.07,6.1,0.97,0.037,0.059,Normal
1,140,442,0.098,0.07,6.2,0.92,0.062,0.06,Normal
1,141,641,0.098,0.09,6.2,1.09,0.012,0.061,Normal
1,142,528,0.098,0.06,6.1,1.06,0.079,0.06,Normal
1,143,335,0.098,0.05,6.1,0.91,0.035,0.059,Normal
1,144,705,0.099,0.04,6.1,0.92,0.019,0.059,Normal
1,145,117,0.099,0.03,6.1,1.1,0.079,0.059,Normal
1,146,830,0.1,0.07,6.3,1.12,0.107,0.061,Normal
1,147,965,0.1,0.1,6.4,1.05,0.035,0.062,Normal
1,148,550,0.1,0.12,6.5,1.16,0.067,0.063,Normal
1,149,194,0.101,0.14,6.6,0.93,0.053,0.064,Normal
1,150,599,0.101,0.16,6.7,1.07,0.025,0.065,Normal
1,151,361,0.101,0.13,6.6,1.08,0.023,0.064,Normal
1,152,446,0.101,0.15,6.7,0.94,0.052,0.065,Normal
1,153,682,0.101,0.17,6.7,1.03,0.041,0.066,Normal
1,154,477,0.102,0.17,6.8,0.98,0.069,0.066,Normal
1,155,706,0.102,0.16,6.8,0.85,0.126,0.066,Normal
1,156,999,0.103,0.16,6.8,1.0,0.042,0.066,Normal
1,157,673,0.103,0.13,6.7,1.18,0.069,0.065,Normal
1,158,335,0.104,0.17,6.9,1.18,0.062,0.067,Normal
1,159,271,0.104,0.18,6.9,0.83,0.021,0.068,Normal
1,160,581,0.104,0.21,7.1,1.03,0.044,0.069,Normal
1,161,543,0.104,0.22,7.1,1.06,0.021,0.069,Normal
1,162,292,0.104,0.24,7.2,0.81,0.018,0.07,Normal
1,163,888,0.104,0.23,7.2,0.82,0.04,0.07,Normal
1,164,665,0.105,0.24,7.2,0.8,0.039,0.071,Normal
1,165,784,0.105,0.25,7.3,1.13,0.071,0.072,Normal
1,166,786,0.105,0.28,7.5,0.83,0.047,0.073,Normal
1,167,858,0.106,0.25,7.4,0.87,0.072,0.072,Normal
1,168,603,0.106,0.25,7.4,1.16,0.046,0.072,Normal
1,169,511,0.107,0.26,7.4,1.1,0.034,0.073,Normal
1,170,138,0.107,0.27,7.5,0.87,0.054,0.073,Normal
1,171,151,0.107,0.24,7.4,1.1,0.05,0.072,Normal
1,172,391,0.107,0.21,7.3,1.11,0.06,0.071,Normal
1,173,927,0.108,0.2,7.3,1.15,0.121,0.071,Normal
1,174,479,0.108,0.19,7.3,0.94,0.023,0.071,Normal
1,175,595,0.108,0.2,7.3,0.88,0.027,0.071,Normal
1,176,423,0.109,0.19,7.3,0.98,0.125,0.071,Normal
1,177,412,0.109,0.2,7.3,1.01,0.061,0.072,Normal
1,178,497,0.109,0.19,7.3,0.82,0.032,0.071,Normal
1,179,815,0.11,0.17,7.3,1.16,0.053,0.071,Normal
1,180,550,0.11,0.14,7.2,0.85,0.059,0.07,Normal
1,181,290,0.11,0.17,7.3,1.1,0.047,0.071,Normal
1,182,927,0.111,0.17,7.3,0.88,0.042,0.071,Normal
1,183,440,0.111,0.17,7.4,0.97,0.136,0.072,Normal
1,184,665,0.111,0.15,7.3,0.86,0.042,0.071,Normal
1,185,317,0.112,0.16,7.3,1.19,0.043,0.071,Normal
1,186,128,0.112,0.14,7.3,1.16,0.042,0.071,Normal
1,187,864,0.112,0.15,7.3,0.85,0.05,0.071,Normal
1,188,242,0.112,0.18,7.5,1.07,0.075,0.073,Normal
1,189,825,0.113,0.19,7.5,1.06,0.042,0.073,Normal
1,190,507,0.113,0.19,7.5,0.92,0.06,0.074,Normal
1,191,259,0.113,0.21,7.6,1.11,0.035,0.074,Normal
1,192,219,0.113,0.23,7.7,1.1,0.076,0.075,Normal
1,193,606,0.114,0.2,7.6,0.88,0.077,0.074,Normal
1,194,719,0.114,0.16,7.5,0.89,0.033,0.073,Normal
1,195,133,0.114,0.15,7.4,1.1,0.061,0.072,Normal
1,196,640,0.114,0.16,7.5,0.92,0.065,0.073,Normal
1,197,466,0.115,0.15,7.5,1.19,0.061,0.073,Normal
1,198,357,0.115,0.14,7.5,0.83,0.121,0.073,Normal
1,199,370,0.115,0.16,7.5,1.07,0.058,0.073,Normal
1,200,372,0.115,0.14,7.5,0.82,0.073,0.073,Normal
1,201,710,0.116,0.12,7.4,0.91,0.021,0.072,Normal
1,202,211,0.116,0.1,7.3,1.02,0.026,0.071,Normal
1,203,758,0.116,0.12,7.5,1.19,0.051,0.072,Normal
1,204,988,0.117,0.1,7.4,1.06,0.043,0.072,Normal
1,205,309,0.117,0.11,7.4,1.04,0.074,0.072,Normal
1,206,755,0.117,0.12,7.5,0.83,0.062,0.073,Normal
1,207,697,0.118,0.13,7.6,0.93,0.058,0.074,Normal
1,208,834,0.119,0.13,7.6,1.19,0.142,0.074,Normal
1,209,293,0.119,0.12,7.6,1.15,0.014,0.074,Normal
1,210,628,0.119,0.12,7.7,1.08,0.062,0.074,Normal
1,211,347,0.12,0.11,7.6,1.03,0.147,0.074,Normal
1,212,144,0.12,0.14,7.8,1.12,0.132,0.075,Normal
1,213,184,0.12,0.16,7.8,1.17,0.068,0.076,Normal
1,214,652,0.121,0.17,7.9,0.97,0.067,0.077,Normal
1,215,587,0.121,0.19,8.0,1.16,0.054,0.078,Normal
1,216,513,0.121,0.22,8.1,1.06,0.024,0.079,Normal
1,217,607,0.121,0.24,8.2,0.97,0.04,0.08,Normal
1,218,904,0.122,0.24,8.3,0.82,0.074,0.081,Normal
1,219,301,0.122,0.25,8.3,1.14,0.013,0.081,Normal
1,220,157,0.122,0.27,8.4,0.99,0.018,0.082,Normal
1,221,161,0.122,0.25,8.3,0.86,0.059,0.081,Normal
1,222,814,0.123,0.23,8.3,0.9,0.054,0.081,Normal
1,223,930,0.123,0.22,8.3,0.85,0.078,0.081,Normal
1,224,104,0.123,0.26,8.4,0.89,0.074,0.082,Normal
1,225,580,0.124,0.27,8.5,1.06,0.15,0.083,Normal
1,226,538,0.124,0.26,8.5,0.88,0.038,0.083,Normal
1,227,636,0.125,0.25,8.5,0.93,0.062,0.083,Normal
1,228,647,0.125,0.22,8.4,1.18,0.06,0.082,Normal
1,229,792,0.125,0.23,8.4,1.12,0.01,0.082,Normal
1,230,740,0.125,0.23,8.4,1.03,0.021,0.082,Normal
1,231,392,0.126,0.24,8.5,0.84,0.065,0.083,Normal
1,232,634,0.126,0.26,8.6,1.05,0.04,0.084,Normal
1,233,558,0.127,0.26,8.7,1.11,0.146,0.085,Normal
1,234,435,0.127,0.24,8.6,0.87,0.078,0.084,Normal
1,235,607,0.128,0.25,8.7,0.9,0.121,0.085,Normal
1,236,545,0.128,0.25,8.7,0.88,0.038,0.085,Normal
1,237,282,0.128,0.3,8.9,0.85,0.019,0.087,Normal
1,238,497,0.128,0.3,8.9,1.13,0.079,0.087,Normal
1,239,329,0.129,0.3,8.9,0.96,0.078,0.087,Normal
1,240,312,0.129,0.32,9.0,1.18,0.039,0.088,Normal
1,241,965,0.13,0.33,9.1,1.08,0.066,0.089,Normal
1,242,387,0.13,0.35,9.2,0.88,0.038,0.09,Normal
1,243,158,0.13,0.37,9.3,0.85,0.077,0.091,Normal
1,244,430,0.13,0.34,9.2,0.94,0.072,0.09,Normal
1,245,711,0.13,0.33,9.1,1.08,0.033,0.089,Normal
1,246,132,0.13,0.32,9.1,1.17,0.066,0.089,Normal
1,247,744,0.131,0.34,9.2,1.1,0.025,0.09,Normal
1,248,186,0.131,0.34,9.2,1.19,0.066,0.09,Normal
1,249,761,0.132,0.31,9.2,0.85,0.12,0.09,Normal
1,250,540,0.132,0.32,9.2,1.0,0.078,0.09,Normal
1,251,848,0.132,0.32,9.2,1.0,0.036,0.09,Normal
1,252,906,0.133,0.36,9.4,1.1,0.054,0.092,Normal
1,253,687,0.133,0.35,9.4,1.15,0.026,0.092,Normal
1,254,704,0.133,0.35,9.4,1.19,0.04,0.092,Normal
1,255,643,0.133,0.37,9.5,1.04,0.011,0.093,Normal
1,256,932,0.134,0.38,9.5,0.98,0.074,0.094,Normal
1,257,723,0.134,0.39,9.6,0.86,0.061,0.094,Normal
1,258,544,0.135,0.4,9.7,0.87,0.021,0.095,Normal
1,259,145,0.135,0.41,9.7,1.1,0.031,0.095,Normal
1,260,481,0.135,0.43,9.8,1.04,0.078,0.096,Normal
1,261,858,0.136,0.43,9.9,0.85,0.1,0.097,Normal
1,262,321,0.136,0.42,9.8,0.99,0.048,0.097,Normal
1,263,504,0.136,0.44,9.9,0.95,0.075,0.098,Normal
1,264,912,0.137,0.49,10.2,1.03,0.069,0.1,Normal
1,265,277,0.137,0.49,10.2,0.83,0.105,0.1,Normal
1,266,548,0.137,0.48,10.1,1.01,0.025,0.1,Normal
1,267,643,0.138,0.51,10.3,0.96,0.046,0.101,Normal
1,268,548,0.138,0.52,10.4,0.98,0.056,0.102,Normal
1,269,568,0.138,0.52,10.4,0.86,0.065,0.102,Normal
1,270,924,0.139,0.51,10.4,1.1,0.063,0.102,Normal
1,271,794,0.14,0.51,10.4,1.17,0.075,0.102,Normal
1,272,472,0.14,0.54,10.5,0.93,0.041,0.104,Normal
1,273,831,0.14,0.51,10.5,1.04,0.056,0.103,Normal
1,274,242,0.14,0.51,10.4,0.85,0.018,0.103,Normal
1,275,556,0.141,0.51,10.5,0.89,0.072,0.103,Normal
1,276,612,0.141,0.51,10.5,0.89,0.072,0.103,Normal
1,277,568,0.141,0.52,10.6,0.9,0.042,0.104,Normal
1,278,917,0.142,0.52,10.6,0.86,0.076,0.104,Normal
1,279,828,0.142,0.52,10.6,1.19,0.024,0.104,Normal
1,280,695,0.142,0.51,10.6,0.93,0.05,0.104,Normal
1,281,827,0.143,0.52,10.6,1.12,0.03,0.104,Normal
1,282,774,0.143,0.51,10.6,0.96,0.076,0.104,Normal
1,283,638,0.143,0.5,10.6,0.81,0.03,0.104,Normal
1,284,701,0.144,0.5,10.6,0.87,0.063,0.104,Normal
1,285,926,0.144,0.5,10.7,0.94,0.053,0.105,Normal
1,286,713,0.145,0.48,10.6,1.0,0.06,0.104,Normal
1,287,414,0.145,0.48,10.6,1.14,0.069,0.104,Normal
1,288,511,0.146,0.49,10.7,1.05,0.134,0.105,Normal
1,289,469,0.146,0.47,10.6,1.08,0.04,0.104,Normal
1,290,445,0.146,0.46,10.6,1.15,0.051,0.104,Normal
1,291,675,0.146,0.45,10.6,0.91,0.025,0.104,Normal
1,292,343,0.147,0.42,10.5,0.95,0.137,0.103,Normal
1,293,496,0.147,0.44,10.6,0.83,0.034,0.103,Normal
1,294,968,0.147,0.42,10.5,1.18,0.052,0.103,Normal
1,295,678,0.148,0.4,10.5,0.9,0.077,0.103,Normal
1,296,805,0.148,0.4,10.5,0.93,0.027,0.103,Normal
1,297,965,0.148,0.43,10.6,1.11,0.019,0.104,Normal
1,298,259,0.148,0.4,10.5,1.1,0.027,0.103,Normal
1,299,330,0.148,0.41,10.5,1.18,0.023,0.103,Normal
1,300,583,0.149,0.43,10.7,1.18,0.06,0.105,Normal
1,301,804,0.149,0.44,10.7,0.91,0.039,0.105,Normal
1,302,343,0.149,0.45,10.8,1.17,0.046,0.105,Normal
1,303,721,0.149,0.45,10.8,0.97,0.015,0.105,Normal
1,304,475,0.15,0.48,10.9,1.11,0.014,0.107,Normal
1,305,688,0.15,0.49,11.0,1.11,0.072,0.108,Normal
1,306,524,0.15,0.47,10.9,1.02,0.023,0.107,Normal
1,307,223,0.15,0.49,11.0,1.13,0.098,0.108,Normal
1,308,180,0.15,0.46,10.9,1.06,0.01,0.107,Normal
1,309,278,0.151,0.45,10.8,0.85,0.046,0.106,Normal
1,310,395,0.151,0.45,10.9,1.1,0.078,0.107,Normal
1,311,929,0.151,0.47,11.0,1.03,0.012,0.107,Normal
1,312,372,0.151,0.49,11.0,1.05,0.049,0.108,Normal
1,313,372,0.151,0.47,11.0,0.95,0.048,0.108,Normal
1,314,514,0.152,0.45,10.9,0.91,0.032,0.107,Normal
1,315,441,0.152,0.46,11.0,1.11,0.078,0.107,Normal
1,316,179,0.152,0.44,10.9,1.03,0.072,0.107,Normal
1,317,790,0.152,0.44,10.9,1.08,0.045,0.107,Normal
1,318,202,0.153,0.42,10.8,0.96,0.06,0.106,Normal
1,319,976,0.153,0.41,10.8,0.98,0.053,0.106,Normal
1,320,866,0.153,0.41,10.9,1.03,0.028,0.106,Normal
1,321,202,0.153,0.38,10.7,0.89,0.053,0.105,Normal
1,322,971,0.154,0.35,10.7,1.05,0.105,0.104,Normal
1,323,135,0.155,0.35,10.7,1.16,0.057,0.104,Normal
1,324,612,0.155,0.36,10.7,0.82,0.119,0.105,Normal
1,325,354,0.155,0.35,10.7,0.94,0.073,0.105,Normal
1,326,883,0.156,0.36,10.8,0.87,0.021,0.106,Normal
1,327,381,0.156,0.37,10.8,1.13,0.014,0.106,Normal
1,328,161,0.156,0.33,10.7,1.13,0.048,0.104,Normal
1,329,783,0.156,0.32,10.6,0.92,0.054,0.104,Normal
1,330,204,0.156,0.32,10.7,1.08,0.071,0.104,Normal
1,331,448,0.156,0.3,10.6,0.83,0.012,0.103,Normal
1,332,929,0.156,0.29,10.5,0.92,0.016,0.103,Normal
1,333,499,0.157,0.32,10.7,1.17,0.063,0.104,Normal
1,334,730,0.157,0.32,10.7,0.92,0.078,0.105,Normal
1,335,659,0.158,0.34,10.8,1.08,0.047,0.106,Normal
1,336,833,0.158,0.31,10.7,0.92,0.076,0.105,Normal
1,337,549,0.159,0.32,10.8,1.16,0.061,0.105,Normal
1,338,911,0.159,0.29,10.7,1.11,0.025,0.105,Normal
1,339,486,0.159,0.3,10.8,0.92,0.049,0.105,Normal
1,340,167,0.159,0.27,10.7,0.94,0.074,0.104,Normal
1,341,949,0.16,0.3,10.8,0.95,0.052,0.105,Normal
1,342,335,0.16,0.26,10.6,1.0,0.072,0.104,Normal
1,343,832,0.161,0.28,10.8,1.18,0.118,0.105,Normal
1,344,910,0.161,0.29,10.8,0.92,0.034,0.106,Normal
1,345,485,0.162,0.26,10.8,1.02,0.08,0.105,Normal
1,346,336,0.162,0.27,10.8,0.87,0.015,0.105,Normal
1,347,877,0.162,0.29,10.9,0.86,0.077,0.107,Normal
1,348,518,0.163,0.27,10.8,1.13,0.027,0.106,Normal
1,349,712,0.163,0.25,10.8,1.07,0.089,0.105,Normal
1,350,384,0.164,0.26,10.9,1.18,0.057,0.106,Normal
1,351,139,0.164,0.27,10.9,0.9,0.104,0.106,Normal
1,352,350,0.164,0.28,11.0,0.93,0.102,0.107,Normal
1,353,554,0.164,0.28,11.0,1.01,0.05,0.107,Normal
1,354,101,0.164,0.22,10.7,1.19,0.024,0.105,Normal
1,355,853,0.165,0.21,10.7,1.04,0.077,0.104,Normal
1,356,433,0.165,0.2,10.7,1.14,0.011,0.104,Normal
1,357,659,0.165,0.21,10.8,0.84,0.024,0.105,Normal
1,358,1000,0.166,0.19,10.7,1.16,0.056,0.104,Normal
1,359,404,0.166,0.15,10.6,1.15,0.037,0.103,Normal
1,360,745,0.166,0.17,10.6,0.84,0.015,0.104,Normal
1,361,728,0.167,0.14,10.6,0.96,0.107,0.103,Normal
1,362,440,0.167,0.14,10.6,0.87,0.015,0.103,Normal
1,363,131,0.167,0.15,10.6,0.85,0.067,0.103,Normal
1,364,732,0.167,0.13,10.5,0.88,0.012,0.102,Normal
1,365,992,0.167,0.15,10.7,0.89,0.052,0.104,Normal
1,366,539,0.168,0.15,10.6,1.12,0.046,0.103,Normal
1,367,896,0.169,0.11,10.6,1.05,0.146,0.103,Normal
1,368,897,0.17,0.1,10.6,0.8,0.075,0.103,Normal
1,369,615,0.17,0.11,10.6,0.85,0.026,0.103,Normal
1,370,259,0.17,0.1,10.6,0.83,0.015,0.103,Normal
1,371,457,0.17,0.07,10.5,1.11,0.027,0.102,Normal
1,372,925,0.17,0.1,10.6,0.97,0.034,0.103,Normal
1,373,615,0.171,0.11,10.7,1.15,0.043,0.103,Normal
1,374,985,0.171,0.1,10.6,0.96,0.022,0.103,Normal
1,375,229,0.171,0.1,10.7,1.08,0.049,0.103,Normal
1,376,477,0.171,0.11,10.7,0.81,0.083,0.104,Normal
1,377,612,0.172,0.15,10.9,1.11,0.057,0.106,Normal
1,378,497,0.172,0.18,11.0,1.18,0.038,0.107,Normal
1,379,127,0.172,0.2,11.1,0.94,0.075,0.108,Normal
1,380,616,0.172,0.24,11.3,1.03,0.051,0.11,Normal
1,381,860,0.173,0.23,11.3,1.08,0.044,0.11,Normal
1,382,397,0.173,0.23,11.3,1.1,0.068,0.11,Normal
1,383,919,0.173,0.23,11.3,0.93,0.018,0.11,Normal
1,384,869,0.174,0.23,11.4,1.05,0.136,0.111,Normal
1,385,153,0.174,0.28,11.6,0.93,0.076,0.113,Normal
1,386,848,0.175,0.27,11.6,0.95,0.022,0.113,Normal
1,387,590,0.175,0.26,11.5,0.95,0.066,0.112,Normal
1,388,135,0.175,0.25,11.5,0.93,0.057,0.112,Normal
1,389,911,0.176,0.26,11.6,1.17,0.062,0.113,Normal
1,390,667,0.176,0.27,11.6,1.08,0.076,0.113,Normal
1,391,198,0.177,0.26,11.6,0.93,0.113,0.113,Normal
1,392,103,0.177,0.26,11.6,1.09,0.044,0.113,Normal
1,393,741,0.177,0.26,11.6,1.03,0.015,0.113,Normal
1,394,968,0.178,0.24,11.6,1.06,0.132,0.113,Normal
1,395,708,0.179,0.21,11.6,1.03,0.079,0.112,Normal
1,396,777,0.18,0.18,11.5,1.14,0.145,0.112,Normal
1,397,776,0.18,0.18,11.5,0.88,0.027,0.112,Normal
1,398,121,0.18,0.17,11.5,0.87,0.015,0.111,Normal
1,399,938,0.18,0.18,11.5,0.87,0.032,0.112,Normal
1,400,279,0.181,0.2,11.6,1.19,0.077,0.113,Normal
1,401,462,0.181,0.18,11.6,0.8,0.096,0.112,Normal
1,402,781,0.181,0.18,11.6,0.86,0.043,0.113,Normal
1,403,276,0.181,0.18,11.6,1.09,0.02,0.113,Normal
1,404,321,0.181,0.16,11.5,1.03,0.04,0.112,Normal
1,405,172,0.182,0.18,11.6,1.08,0.099,0.113,Normal
1,406,125,0.182,0.2,11.7,1.02,0.046,0.114,Normal
1,407,240,0.182,0.22,11.8,0.94,0.013,0.114,Normal
